domain_name,target_series,stage_order,forecast_stage,selected_model,interval_method,is_primary,n,covered,violations,coverage,coverage_gap_from_080,wilson_95_low,wilson_95_high,lr_uc,p_uc,n00,n01,n10,n11,lr_ind,p_ind,lr_cc,p_cc,average_interval_width,average_half_width,mean_interval_score,median_interval_score,lower_miss_rate,upper_miss_rate,minimum_calibration_count,maximum_calibration_count
Inflation,PCEPI,1,month_open,Inflation Ridge-AR Ensemble,gaussian_rmse,0,38,35,3,0.9210526315789473,0.1210526315789473,0.7920062854222853,0.9727854044930122,4.286165963661578,0.03842371999957884,31,3,3,0,0.530100865953731,0.4665644564351825,4.816266829615309,0.08998309903308208,7.3098913279106235,3.6549456639553117,7.90142812412401,7.256523226670194,0.05263157894736842,0.02631578947368421,34,48
Inflation,PCEPI,1,month_open,Inflation Ridge-AR Ensemble,rolling_q80,0,38,35,3,0.9210526315789473,0.1210526315789473,0.7920062854222853,0.9727854044930122,4.286165963661578,0.03842371999957884,31,3,3,0,0.530100865953731,0.4665644564351825,4.816266829615309,0.08998309903308208,6.5614542538955645,3.2807271269477822,7.423593624768517,6.357106967330166,0.05263157894736842,0.02631578947368421,34,48
Inflation,PCEPI,2,mid_month,Inflation Bridge Ridge,exp_weighted_q80,1,39,34,5,0.8717948717948718,0.07179487179487176,0.7329425662025455,0.9439718246302862,1.3972270138348186,0.23718841116317438,29,4,4,1,0.2126596940816654,0.6446907022752093,1.609886707916484,0.44711325303802946,6.717549687738849,3.3587748438694245,7.598888449819838,6.9114369523792725,0.10256410256410256,0.02564102564102564,34,48
Inflation,PCEPI,2,mid_month,Inflation Bridge Ridge,gaussian_rmse,0,39,35,4,0.8974358974358975,0.09743589743589742,0.7642114553714348,0.9593866865533163,2.702462686573149,0.10019337427077007,31,3,3,1,0.7813611555855005,0.3767251730670938,3.4838238421586496,0.17518514006119468,6.790698185862245,3.3953490929311223,7.391028819649575,6.745730501479388,0.07692307692307693,0.02564102564102564,34,48
Inflation,PCEPI,2,mid_month,Inflation Bridge Ridge,rolling_q80,0,39,36,3,0.9230769230769231,0.12307692307692308,0.7967892883204503,0.9734926046962203,4.570192071963863,0.03253291764359525,33,2,2,1,1.8391485679373432,0.17505077307836756,6.409340639901206,0.0405722753029616,6.965272489207875,3.4826362446039374,7.500679662223436,6.9114369523792725,0.07692307692307693,0.0,34,48
Inflation,PCEPI,3,month_end,Inflation Bridge Ridge,exp_weighted_q80,1,40,36,4,0.9,0.09999999999999998,0.7694822477247771,0.9604204713173936,2.9352011227800467,0.08666786826545826,31,4,4,0,0.9162864676735687,0.3384519174717695,3.8514875904536154,0.14576729550608836,6.549118077338884,3.274559038669442,7.46110905932976,6.763082448011879,0.075,0.025,36,48
Inflation,PCEPI,3,month_end,Inflation Bridge Ridge,gaussian_rmse,0,40,38,2,0.95,0.1499999999999999,0.8349612263085903,0.9861793326138516,7.5154420819465315,0.00611722701014106,35,2,2,0,0.21632163102616708,0.6418570584611599,7.731763712972699,0.020944444296659225,7.043971509152698,3.521985754576349,7.5058970021248665,7.019722784191025,0.05,0.0,36,48
Inflation,PCEPI,3,month_end,Inflation Bridge Ridge,rolling_q80,0,40,38,2,0.95,0.1499999999999999,0.8349612263085903,0.9861793326138516,7.5154420819465315,0.00611722701014106,35,2,2,0,0.21632163102616708,0.6418570584611599,7.731763712972699,0.020944444296659225,6.864122697221066,3.432061348610533,7.3752720269345815,6.897807347621482,0.05,0.0,36,48
Inflation,PCEPI,4,pre_release,Inflation Bridge Ridge,exp_weighted_q80,1,40,36,4,0.9,0.09999999999999998,0.7694822477247771,0.9604204713173936,2.9352011227800467,0.08666786826545826,31,4,4,0,0.9162864676735687,0.3384519174717695,3.8514875904536154,0.14576729550608836,6.444353935239772,3.222176967619886,7.452580489785481,6.698990449835847,0.075,0.025,36,48
Inflation,PCEPI,4,pre_release,Inflation Bridge Ridge,gaussian_rmse,0,40,37,3,0.925,0.125,0.8013576647568946,0.9741639742254119,4.858493210422488,0.027510352418468435,33,3,3,0,0.5005803172202725,0.47924524677417385,5.35907352764276,0.06859492244534526,7.003902929478653,3.5019514647393266,7.56901994398734,6.986073627041014,0.05,0.025,36,48
Inflation,PCEPI,4,pre_release,Inflation Bridge Ridge,rolling_q80,0,40,37,3,0.925,0.125,0.8013576647568946,0.9741639742254119,4.858493210422488,0.027510352418468435,33,3,3,0,0.5005803172202725,0.47924524677417385,5.35907352764276,0.06859492244534526,6.7472321058710945,3.3736160529355472,7.446215821872859,6.878944018756327,0.05,0.025,36,48
Inflation,PCEPILFE,1,month_open,Inflation Bridge Ridge,exp_weighted_q80,1,38,33,5,0.868421052631579,0.06842105263157894,0.7267314055770869,0.9424613230987987,1.2291835530022226,0.26756587633786866,29,3,3,2,2.6640660540981855,0.1026380566142207,3.893249607100408,0.14275508582997298,5.077340986568662,2.5386704932843305,5.493161367668481,5.409272748342229,0.05263157894736842,0.07894736842105263,34,48
Inflation,PCEPILFE,1,month_open,Inflation Bridge Ridge,gaussian_rmse,0,38,36,2,0.9473684210526315,0.14736842105263148,0.8271453786822962,0.9854457918527075,6.833491496233888,0.00894642156584388,33,2,2,0,0.22869598394238544,0.6324924269277294,7.062187480176274,0.029272881427646256,5.24373126778961,2.621865633894805,5.467478509968494,5.368465573423771,0.02631578947368421,0.02631578947368421,34,48
Inflation,PCEPILFE,1,month_open,Inflation Bridge Ridge,rolling_q80,0,38,36,2,0.9473684210526315,0.14736842105263148,0.8271453786822962,0.9854457918527075,6.833491496233888,0.00894642156584388,33,2,2,0,0.22869598394238544,0.6324924269277294,7.062187480176274,0.029272881427646256,5.243962966278915,2.6219814831394577,5.461579608048869,5.409272748342229,0.02631578947368421,0.02631578947368421,34,48
Inflation,PCEPILFE,2,mid_month,Inflation Ridge-AR Ensemble,exp_weighted_q80,1,39,34,5,0.8717948717948718,0.07179487179487176,0.7329425662025455,0.9439718246302862,1.3972270138348186,0.23718841116317438,30,3,3,2,2.756570862934339,0.09685564332814303,4.153797876769158,0.1253182298065427,4.7748019321495105,2.387400966074755,5.237023744599519,5.1675350939876346,0.07692307692307693,0.05128205128205128,34,48
Inflation,PCEPILFE,2,mid_month,Inflation Ridge-AR Ensemble,gaussian_rmse,0,39,37,2,0.9487179487179487,0.14871794871794863,0.8311435995238639,0.9858220445847259,7.173080306787883,0.0074005595287745946,34,2,2,0,0.22233667542444557,0.6372652277732449,7.395416982212328,0.024780245612523132,5.281932566340318,2.640966283170159,5.486531255784739,5.319028619912149,0.02564102564102564,0.02564102564102564,34,48
Inflation,PCEPILFE,2,mid_month,Inflation Ridge-AR Ensemble,rolling_q80,0,39,37,2,0.9487179487179487,0.14871794871794863,0.8311435995238639,0.9858220445847259,7.173080306787883,0.0074005595287745946,34,2,2,0,0.22233667542444557,0.6372652277732449,7.395416982212328,0.024780245612523132,5.0640394406612375,2.5320197203306187,5.337117800266689,5.1675350939876346,0.02564102564102564,0.02564102564102564,34,48
Inflation,PCEPILFE,3,month_end,Inflation Bridge Ridge,exp_weighted_q80,1,40,35,5,0.875,0.07499999999999996,0.738878801611489,0.945404997490546,1.5728148158207418,0.2097987046721094,30,4,4,1,0.23657147928003752,0.6266934140014422,1.8093862951007793,0.4046660388188944,4.32645503242861,2.163227516214305,4.9760612255465135,4.802711560360079,0.025,0.1,36,48
Inflation,PCEPILFE,3,month_end,Inflation Bridge Ridge,gaussian_rmse,0,40,38,2,0.95,0.1499999999999999,0.8349612263085903,0.9861793326138516,7.5154420819465315,0.00611722701014106,35,2,2,0,0.21632163102616708,0.6418570584611599,7.731763712972699,0.020944444296659225,5.126779726165459,2.5633898630827296,5.304209794560772,5.186990782087904,0.025,0.025,36,48
Inflation,PCEPILFE,3,month_end,Inflation Bridge Ridge,rolling_q80,0,40,37,3,0.925,0.125,0.8013576647568946,0.9741639742254119,4.858493210422488,0.027510352418468435,33,3,3,0,0.5005803172202725,0.47924524677417385,5.35907352764276,0.06859492244534526,4.7168680298501044,2.3584340149250522,5.002127255770679,4.802711560360079,0.025,0.05,36,48
Inflation,PCEPILFE,4,pre_release,Inflation Bridge Ridge,exp_weighted_q80,1,40,36,4,0.9,0.09999999999999998,0.7694822477247771,0.9604204713173936,2.9352011227800467,0.08666786826545826,31,4,4,0,0.9162864676735687,0.3384519174717695,3.8514875904536154,0.14576729550608836,4.317493573424149,2.1587467867120744,4.9217160362418095,4.837969079625936,0.025,0.075,36,48
Inflation,PCEPILFE,4,pre_release,Inflation Bridge Ridge,gaussian_rmse,0,40,38,2,0.95,0.1499999999999999,0.8349612263085903,0.9861793326138516,7.5154420819465315,0.00611722701014106,35,2,2,0,0.21632163102616708,0.6418570584611599,7.731763712972699,0.020944444296659225,5.085330423442523,2.5426652117212605,5.257611602843964,5.156794503246287,0.025,0.025,36,48
Inflation,PCEPILFE,4,pre_release,Inflation Bridge Ridge,rolling_q80,0,40,38,2,0.95,0.1499999999999999,0.8349612263085903,0.9861793326138516,7.5154420819465315,0.00611722701014106,35,2,2,0,0.21632163102616708,0.6418570584611599,7.731763712972699,0.020944444296659225,4.7083814210254875,2.3541907105127438,4.970997250988603,4.837969079625937,0.025,0.025,36,48
Labour,CES0500000003,1,month_open,Labour Bridge Ridge,exp_weighted_q80,1,41,35,6,0.8536585365853658,0.05365853658536579,0.7155654195751904,0.9311575185870407,0.7958720064462597,0.37233044465755505,29,5,5,1,0.015014107741130545,0.9024776505707723,0.8108861141873902,0.6666813675050631,5.145380758044083,2.5726903790220415,5.922888162496458,5.880301538291566,0.12195121951219512,0.024390243902439025,48,48
Labour,CES0500000003,1,month_open,Labour Bridge Ridge,gaussian_rmse,0,41,39,2,0.9512195121951219,0.15121951219512186,0.8386102112962914,0.9865190546348308,7.86043630284372,0.005052819820749637,36,2,2,0,0.2106236195441955,0.6462790559512959,8.071059922387915,0.01767630987218207,9.74120156327541,4.870600781637705,9.940428898707522,7.655422627529445,0.04878048780487805,0.0,48,48
Labour,CES0500000003,1,month_open,Labour Bridge Ridge,rolling_q80,0,41,39,2,0.9512195121951219,0.15121951219512186,0.8386102112962914,0.9865190546348308,7.86043630284372,0.005052819820749637,36,2,2,0,0.2106236195441955,0.6462790559512959,8.071059922387915,0.01767630987218207,6.493432902808615,3.2467164514043074,6.712301770251128,7.032789502434593,0.04878048780487805,0.0,48,48
Labour,CES0500000003,2,after_week_1,Labour Bridge Ridge,exp_weighted_q80,1,41,35,6,0.8536585365853658,0.05365853658536579,0.7155654195751904,0.9311575185870407,0.7958720064462597,0.37233044465755505,28,6,6,0,2.1287775511283726,0.14455600102210153,2.9246495575746323,0.23169700385025083,5.0624083327817235,2.5312041663908618,5.755977625222932,5.182869039421668,0.12195121951219512,0.024390243902439025,48,48
Labour,CES0500000003,2,after_week_1,Labour Bridge Ridge,gaussian_rmse,0,41,38,3,0.926829268292683,0.12682926829268293,0.8057255146228096,0.9748021693660901,5.150849775945275,0.023234999628129065,35,2,2,1,1.9306995424908884,0.16468193175148413,7.0815493184361635,0.02899086034408202,8.485563856593059,4.24278192829653,8.719118915442131,7.7442564867712775,0.07317073170731707,0.0,48,48
Labour,CES0500000003,2,after_week_1,Labour Bridge Ridge,rolling_q80,0,41,39,2,0.9512195121951219,0.15121951219512186,0.8386102112962914,0.9865190546348308,7.86043630284372,0.005052819820749637,36,2,2,0,0.2106236195441955,0.6462790559512959,8.071059922387915,0.01767630987218207,6.635320704470332,3.3176603522351664,6.752481237368791,7.153545121356185,0.04878048780487805,0.0,48,48
