domain_name,target_series,stage_order,forecast_stage,target_period,selected_model,variant,forecast_date,actual_release_date,point_forecast,actual,prior_observable_error_count,calibration_window_count,interval_half_width,lower_80,upper_80,interval_width,interval_covered,violation,interval_score
Inflation,CPILFESL,2,mid_month,2024-04,Inflation Ridge-AR Ensemble,long_memory,2024-04-15,2024-05-15,3.4527889281432902,3.4960297145268271,50,48,2.402411451055718,1.0503774770875722,5.8552003791990082,4.8048229021114359,1,0,4.8048229021114359
Inflation,CPILFESL,3,month_end,2024-04,Inflation Ridge-AR Ensemble,short_memory,2024-04-30,2024-05-15,3.4527889281432902,3.4960297145268271,50,48,2.1379452163945949,1.3148437117486953,5.5907341445378851,4.2758904327891898,1,0,4.2758904327891898
Inflation,CPILFESL,3,month_end,2024-04,Inflation Ridge-AR Ensemble,long_memory,2024-04-30,2024-05-15,3.4527889281432902,3.4960297145268271,50,48,2.402411451055718,1.0503774770875722,5.8552003791990082,4.8048229021114359,1,0,4.8048229021114359
Inflation,CPILFESL,4,pre_release,2024-04,Inflation Ridge-AR Ensemble,short_memory,2024-05-14,2024-05-15,3.4020494980817562,3.4960297145268271,50,48,2.0499219933015933,1.3521275047801629,5.4519714913833495,4.0998439866031866,1,0,4.0998439866031866
Inflation,CPILFESL,4,pre_release,2024-04,Inflation Ridge-AR Ensemble,long_memory,2024-05-14,2024-05-15,3.4020494980817562,3.4960297145268271,50,48,2.4046987753260973,0.99735072275565884,5.8067482734078535,4.8093975506521947,1,0,4.8093975506521947
Inflation,CPILFESL,1,month_open,2024-05,Inflation 12-Month Mean,short_memory,2024-05-01,2024-06-12,3.7269716083999427,1.9554491698148269,49,48,2.4951717657703654,1.2317998426295773,6.222143374170308,4.9903435315407307,1,0,4.9903435315407307
Inflation,CPILFESL,1,month_open,2024-05,Inflation 12-Month Mean,long_memory,2024-05-01,2024-06-12,3.7269716083999427,1.9554491698148269,49,48,2.8714433166372011,0.85552829176274159,6.5984149250371438,5.7428866332744022,1,0,5.7428866332744022
Inflation,CPILFESL,2,mid_month,2024-05,Inflation Ridge-AR Ensemble,short_memory,2024-05-15,2024-06-12,3.0784567564805796,1.9554491698148269,50,48,2.0452345986770748,1.0332221578035048,5.1236913551576544,4.0904691973541496,1,0,4.0904691973541496
Inflation,CPILFESL,2,mid_month,2024-05,Inflation Ridge-AR Ensemble,long_memory,2024-05-15,2024-06-12,3.0784567564805796,1.9554491698148269,50,48,2.402411451055718,0.67604530542486163,5.4808682075362976,4.8048229021114359,1,0,4.8048229021114359
Inflation,CPILFESL,3,month_end,2024-05,Inflation Ridge-AR Ensemble,short_memory,2024-05-31,2024-06-12,3.0784567564805796,1.9554491698148269,51,48,2.0733324949215053,1.0051242615590743,5.1517892514020849,4.1466649898430106,1,0,4.1466649898430106
Inflation,CPILFESL,3,month_end,2024-05,Inflation Ridge-AR Ensemble,long_memory,2024-05-31,2024-06-12,3.0784567564805796,1.9554491698148269,51,48,2.2043190808996043,0.87413767558097533,5.2827758373801839,4.4086381617992085,1,0,4.4086381617992085
Inflation,CPILFESL,4,pre_release,2024-05,Inflation Ridge-AR Ensemble,short_memory,2024-06-11,2024-06-12,3.0812543917356687,1.9554491698148269,51,48,1.9350969844621124,1.1461574072735563,5.0163513761977807,3.8701939689242248,1,0,3.8701939689242244
Inflation,CPILFESL,4,pre_release,2024-05,Inflation Ridge-AR Ensemble,long_memory,2024-06-11,2024-06-12,3.0812543917356687,1.9554491698148269,51,48,2.1808170947045147,0.90043729703115405,5.262071486440183,4.3616341894090294,1,0,4.3616341894090294
Inflation,CPILFESL,1,month_open,2024-06,Inflation 12-Month Mean,short_memory,2024-06-01,2024-07-11,3.5517006146931429,0.77676495203746754,50,48,2.48999788683264,1.0617027278605029,6.0416985015257829,4.97999577366528,0,1,7.8293735318956337
Inflation,CPILFESL,1,month_open,2024-06,Inflation 12-Month Mean,long_memory,2024-06-01,2024-07-11,3.5517006146931429,0.77676495203746754,50,48,2.7977410195211938,0.7539595951719491,6.3494416342143367,5.5954820390423876,1,0,5.5954820390423876
Inflation,CPILFESL,2,mid_month,2024-06,Inflation Ridge-AR Ensemble,short_memory,2024-06-15,2024-07-11,2.3719032959484876,0.77676495203746754,52,48,1.9619854040524567,0.40991789189603089,4.3338887000009443,3.9239708081049134,1,0,3.9239708081049134
Inflation,CPILFESL,2,mid_month,2024-06,Inflation Ridge-AR Ensemble,long_memory,2024-06-15,2024-07-11,2.3719032959484876,0.77676495203746754,52,48,2.1379452163945949,0.23395807955389269,4.5098485123430825,4.2758904327891898,1,0,4.2758904327891898
Inflation,CPILFESL,3,month_end,2024-06,Inflation Ridge-AR Ensemble,short_memory,2024-06-30,2024-07-11,2.3719032959484876,0.77676495203746754,52,48,2.0452345986770748,0.32666869727141279,4.4171378946255624,4.0904691973541496,1,0,4.0904691973541496
Inflation,CPILFESL,3,month_end,2024-06,Inflation Ridge-AR Ensemble,long_memory,2024-06-30,2024-07-11,2.3719032959484876,0.77676495203746754,52,48,2.1932713820092142,0.17863191393927336,4.5651746779577014,4.3865427640184285,1,0,4.3865427640184276
Inflation,CPILFESL,4,pre_release,2024-06,Inflation Ridge-AR Ensemble,short_memory,2024-07-10,2024-07-11,2.3905180151730976,0.77676495203746754,52,48,1.9350969844621124,0.45542103071098516,4.32561499963521,3.8701939689242248,1,0,3.8701939689242248
Inflation,CPILFESL,4,pre_release,2024-06,Inflation Ridge-AR Ensemble,long_memory,2024-07-10,2024-07-11,2.3905180151730976,0.77676495203746754,52,48,2.1380775708680835,0.25244044430501411,4.5285955860411811,4.276155141736167,1,0,4.276155141736167
Inflation,CPILFESL,1,month_open,2024-07,Inflation 12-Month Mean,short_memory,2024-07-01,2024-08-14,3.3541766155985364,1.9811120946506833,51,48,2.48999788683264,0.86417872876589641,5.8441745024311764,4.97999577366528,1,0,4.97999577366528
Inflation,CPILFESL,1,month_open,2024-07,Inflation 12-Month Mean,long_memory,2024-07-01,2024-08-14,3.3541766155985364,1.9811120946506833,51,48,2.6684557884209426,0.68572082717759386,6.022632404019479,5.3369115768418851,1,0,5.3369115768418851
Inflation,CPILFESL,2,mid_month,2024-07,Inflation Ridge-AR Ensemble,short_memory,2024-07-15,2024-08-14,1.7923580712176785,1.9811120946506833,53,48,1.9288600424207178,-0.13650197120303931,3.7212181136383964,3.8577200848414357,1,0,3.8577200848414357
Inflation,CPILFESL,2,mid_month,2024-07,Inflation Ridge-AR Ensemble,long_memory,2024-07-15,2024-08-14,1.7923580712176785,1.9811120946506833,53,48,2.1379452163945949,-0.34558714517691635,3.9303032876122734,4.2758904327891898,1,0,4.2758904327891898
Inflation,CPILFESL,3,month_end,2024-07,Inflation Ridge-AR Ensemble,short_memory,2024-07-31,2024-08-14,1.7923580712176785,1.9811120946506833,53,48,1.9288600424207178,-0.13650197120303931,3.7212181136383964,3.8577200848414357,1,0,3.8577200848414357
Inflation,CPILFESL,3,month_end,2024-07,Inflation Ridge-AR Ensemble,long_memory,2024-07-31,2024-08-14,1.7923580712176785,1.9811120946506833,53,48,2.1932713820092142,-0.40091331079153569,3.9856294532268928,4.3865427640184285,1,0,4.3865427640184285
Inflation,CPILFESL,4,pre_release,2024-07,Inflation Ridge-AR Ensemble,short_memory,2024-08-13,2024-08-14,1.8077378756832885,1.9811120946506833,53,48,1.8587045709811321,-0.050966695297843589,3.6664424466644205,3.7174091419622641,1,0,3.7174091419622641
Inflation,CPILFESL,4,pre_release,2024-07,Inflation Ridge-AR Ensemble,long_memory,2024-08-13,2024-08-14,1.8077378756832885,1.9811120946506833,53,48,2.1380775708680835,-0.330339695184795,3.945815446551372,4.276155141736167,1,0,4.276155141736167
Inflation,CPILFESL,1,month_open,2024-08,Inflation 12-Month Mean,short_memory,2024-08-01,2024-09-11,3.224392028417622,3.3671574140669236,52,48,2.7749356626556754,0.44945636576194659,5.9993276910732973,5.5498713253113507,1,0,5.5498713253113507
Inflation,CPILFESL,1,month_open,2024-08,Inflation 12-Month Mean,long_memory,2024-08-01,2024-09-11,3.224392028417622,3.3671574140669236,52,48,2.7749356626556754,0.44945636576194659,5.9993276910732973,5.5498713253113507,1,0,5.5498713253113507
Inflation,CPILFESL,2,mid_month,2024-08,Inflation Ridge-AR Ensemble,short_memory,2024-08-15,2024-09-11,2.1451212942563451,3.3671574140669236,54,48,1.8587045709811321,0.28641672327521306,4.0038258652374772,3.7174091419622641,1,0,3.7174091419622641
Inflation,CPILFESL,2,mid_month,2024-08,Inflation Ridge-AR Ensemble,long_memory,2024-08-15,2024-09-11,2.1451212942563451,3.3671574140669236,54,48,2.0733324949215053,0.071788799334839837,4.2184537891778504,4.1466649898430106,1,0,4.1466649898430106
Inflation,CPILFESL,3,month_end,2024-08,Inflation Ridge-AR Ensemble,short_memory,2024-08-31,2024-09-11,2.1451212942563451,3.3671574140669236,54,48,1.8587045709811321,0.28641672327521306,4.0038258652374772,3.7174091419622641,1,0,3.7174091419622641
Inflation,CPILFESL,3,month_end,2024-08,Inflation Ridge-AR Ensemble,long_memory,2024-08-31,2024-09-11,2.1451212942563451,3.3671574140669236,54,48,2.1932713820092142,-0.048150087752869108,4.3383926762655598,4.3865427640184285,1,0,4.3865427640184294
Inflation,CPILFESL,4,pre_release,2024-08,Inflation Ridge-AR Ensemble,short_memory,2024-09-10,2024-09-11,2.1451212942563451,3.3671574140669236,54,48,1.6137530631356301,0.53136823112071507,3.7588743573919752,3.2275061262712601,1,0,3.2275061262712601
Inflation,CPILFESL,4,pre_release,2024-08,Inflation Ridge-AR Ensemble,long_memory,2024-09-10,2024-09-11,2.1451212942563451,3.3671574140669236,54,48,2.0860519852082411,0.059069309048104035,4.2311732794645867,4.1721039704164822,1,0,4.1721039704164831
Inflation,CPILFESL,1,month_open,2024-09,Inflation 12-Month Mean,short_memory,2024-09-01,2024-10-10,3.1626500814945224,3.7431240197996374,53,48,2.4951717657703654,0.66747831572415706,5.6578218472648878,4.9903435315407307,1,0,4.9903435315407307
Inflation,CPILFESL,1,month_open,2024-09,Inflation 12-Month Mean,long_memory,2024-09-01,2024-10-10,3.1626500814945224,3.7431240197996374,53,48,2.7749356626556754,0.38771441883884705,5.9375857441501978,5.5498713253113507,1,0,5.5498713253113507
Inflation,CPILFESL,2,mid_month,2024-09,Inflation Ridge-AR Ensemble,short_memory,2024-09-15,2024-10-10,3.3786565651980904,3.7431240197996374,55,48,1.8587045709811321,1.5199519942169584,5.2373611361792225,3.7174091419622641,1,0,3.7174091419622641
Inflation,CPILFESL,2,mid_month,2024-09,Inflation Ridge-AR Ensemble,long_memory,2024-09-15,2024-10-10,3.3786565651980904,3.7431240197996374,55,48,2.0733324949215053,1.3053240702765851,5.4519890601195957,4.1466649898430106,1,0,4.1466649898430106
Inflation,CPILFESL,3,month_end,2024-09,Inflation Ridge-AR Ensemble,short_memory,2024-09-30,2024-10-10,3.3786565651980904,3.7431240197996374,55,48,1.8587045709811321,1.5199519942169584,5.2373611361792225,3.7174091419622641,1,0,3.7174091419622641
Inflation,CPILFESL,3,month_end,2024-09,Inflation Ridge-AR Ensemble,long_memory,2024-09-30,2024-10-10,3.3786565651980904,3.7431240197996374,55,48,2.1379452163945949,1.2407113488034955,5.5166017815926853,4.2758904327891898,1,0,4.2758904327891898
Inflation,CPILFESL,4,pre_release,2024-09,Inflation Ridge-AR Ensemble,short_memory,2024-10-09,2024-10-10,3.3967090661105481,3.7431240197996374,55,48,1.6137530631356301,1.7829560029749181,5.0104621292461786,3.2275061262712601,1,0,3.2275061262712605
Inflation,CPILFESL,4,pre_release,2024-09,Inflation Ridge-AR Ensemble,long_memory,2024-10-09,2024-10-10,3.3967090661105481,3.7431240197996374,55,48,2.0860519852082411,1.310657080902307,5.4827610513187892,4.1721039704164822,1,0,4.1721039704164822
Inflation,CPILFESL,1,month_open,2024-10,Inflation 12-Month Mean,short_memory,2024-10-01,2024-11-13,3.2133728942186579,3.3584847110301297,54,48,2.48999788683264,0.7233750073860179,5.7033707810512979,4.97999577366528,1,0,4.97999577366528
